"X..i..","source"
"Great!  i miss saw them","VS"
"YASSS, THE QUEENS ARE BACK!
How much I've missed seeing Adriana working for VS, damn. We need more of this sexiness instead of cutesy path VS is heading to lately.","VS"
"Yeees the Queens are back💥","VS"
"puras viejas feas bien rucas antes era chido echarse un fap nocturno viendo estas mamadas en la tele pero ahora estan viejas jajajajajaja","VS"
"Yes! Finally Veteran Angels 😍 Hope one of them get to open the 2017 Victoria Secret Fashion Show.","VS"
"When will u someday open a victoria secret shop in Mauritius","VS"
"My Angels and the real OGs of VS Adriana and Alessandra are back and they’re HOTTER and SEXIER than ever before. I love both of them because they’re my best friends.","VS"
"sweet :)","VS"
"now these are the godmothers of victoria's   secret","VS"
"Finally, the brazilian queens is back!","VS"
"😍😍","VS"
"NOW THIS IS A COMMERCIAL👏👏👏👏","VS"
"Queens❤","VS"
"fuck this commercial...where is the making of VSFS2017","VS"
"Perfect face adriana ♡♡♡ you are the true meaning of perfection","VS"
"Who's at 5:31 pls help","VS"
"Αre the castings made in America every year?","VS"
"I love how diverse this cast was","VS"
"Alguien español?","VS"
"1:15 kinda looked like laura from whatsupmoms","VS"
"😭😭","VS"
"who is the model in the thumbnail?","VS"
"OMgosh my dream!! <3 Werk werk werk girl!","VS"
"They all are so beautiful and look so happy, I love the VS runway shows. I can't stand Calvin Klein's runways, the models look like robots","VS"
"Ta z Polski była dobra, haha","VS"
"Who is the woman called at the castings behind the desk with the black curly ? Please reply","VS"
"2:16 what’s her name?","VS"
"elas são lindas","VS"
"🇵🇱 
Go girl!","VS"
"Polska, damn","VS"
"It's like intensive animal husbrandy..","VS"
"They are so beautiful 😍 
Ugh I wish I could look like that one day 
(Don’t hate on me, I get that it’s hard work and all that) 
Thinspo 
Here for thinspo 
Ugh","VS"
"I saw Cindy Mello!!!","VS"
"Wooow","VS"
"who's the one at 3:58???????","VS"
"Elles sont tellement belles","VS"
"I hope i can walk at a VS show one day","VS"
"1:46 POLAND!! Yeaa","VS"
"I love you video","VS"
"No offence but how did Camille rowe get cast? I mean the no offence genuinely, because I personally think she’s so cute and beautiful, she’s just more ‘real’ looking than most of these girls and so different from the typical Vs look, but maybe they’re trying to be less specific? I’m genuinely curious xx","VS"
"0:55 Lorena 💗","VS"
"1:47 POLAND 💓","VS"
"liu wen being casted?? :OOO","VS"
"i wanna be a vs model so bad but i’m only 5’4  :-(","VS"
"chase carter :')","VS"
"All this insane talent at the castings and they pick the bland untalented ones that don’t deserve it.....","VS"
"I’m so excited for my time to try out for this 😍they were soooo happy and they all worked so hard for this it’s just beautiful","VS"
"Polka!!! 😯","VS"
"who is the girl in the middle 1:33 ? so amazing😍","VS"
"0.34 what’s the name of the model with the brown hair?","VS"
"1:46 Poland!","VS"
"Paulina jak sie masz XDD 1:46","VS"
"Would you ever accept someone who is 5 feet 8 inches","VS"
"Does anyone know who’s at 4:00","VS"
"One of my biggest dreams!","VS"
"When you wish you had a VS model body","VS"
"the woman at 6:02 blew me away with how gorgeous she was. her skin, her hair, her aura... just stunning!","VS"
"omg i totally thought that this girl 2:51 was helena vestergaard and i got so excited, but i'm pretty sure it's not :(","VS"
"VICTORIA'S SECRET WORLD AND BIG BOOS VICTORIA'S SECRET WORLD AND ALL PERSONAL MODEL VICTORIA'S SECRET WORLD AND ALL PERSONAL VICTORIA'S SECRET WORLD SUCCESSFULL PERFECTFULL BEST WORLD FULL LOVE","VS"
"VICTORIA'S SECRET AND BIG BOOS VICTORIA'S SECRET AND ALL MODEL AND ALL PERSONAL SUCCESSFULL PERFECTFULL BEST LOVE","VS"
"BIG BOOS VICTORIA'S SECRET AND ALL MODEL AND ALL PERSONAL SUCCESSFULL PERFECTFULL BEST LOVE HEPPY","VS"
"BIG BOOS VICTORIA'S SECRET AND ALL MODEL AND ALL PERSONAL SUCCESSFULL PERFECTFULL BEST LOVE
HEPPY","VS"
"BIG BOOS VICTORIA'S SECRET AND ALL MODEL AND ALL PERSONAL SUCCESSFULL PERFECTFULL BEST LOVE","VS"
"I literally started to sob because I know I’ll never be that beautiful","VS"
"Just me or does Victoria secret never have plus sized models","VS"
"Always dreamt of this :/","VS"
"i feel fat","VS"
"Ok someone please tell me the name of that model in the middle at 1:33!!!! She’s OUT OF THIS WORLD!!!","VS"
"Why aren't there any plus models. It makes me so sad to not be recognized","VS"
"2:20 Why would you give your competition tips?","VS"
"Every gurl was so damn pretty and gorgeous 😭😫😭😫😭💖💗💎","VS"
"One of my biggest dream is to be part of victoria secret, but sad to say im a boy 😢","VS"
"Only real American women should be a Victoria's Secret model","VS"
"That moment when you know them all because you're on instagram 24/7","VS"
"my dream","VS"
"LORENA FROM GERMANY","VS"
"their bodies look so weird. like children wearing underwear.","VS"
"Don't the original models do the show?","VS"
"1:33 anyone know who's that in the middle?!","VS"
"1:30 harry styles","VS"
"I'd kill for any of their bodies omg","VS"
"WHO IS THE LIGHTSKINNED BLACK GIRL WITH THE CURLY HAIR PLEASE TELL ME SHES SO HOT","VS"
"Lorena from GE deserves it!!","VS"
"Paulina ❤️","VS"
"God I wish my body looked like theirs","VS"
"Poland!","VS"
"who is it at 5:41??","VS"
"D R E A M 
Hope when i grow up can do it","VS"
"What was Victoria's Secret?
*DUN DUN D-D-D-DUN!!!*","VS"
"Who is the model is cry on 02:28???","VS"
"4:33   Ming Xi's photos on the right.","VS"
"When I'm older I REALLY want to be a Victoria Secret model!!💞🎇","VS"
"Dream big...fuck...i only have 164 cm 😒😂","VS"
"0:55 who is she?","VS"
"No wonder the self-esteem of these girls is tied to their body image. I bet that is so empowering! -__-","VS"
"I cried hahah","VS"
"i'm way to fat to even be watching this","VS"
"I wish I could be a vs model *sighs","VS"
"Who's cutting the onions??","VS"
"3:58 what is her name?","VS"
"Should have a more range of body types in the fashion industry","VS"
"ugh, my dream😩","VS"
"Happy Blanca Padilla will pass the casting,in the parade she was inpressive, thanks.min 2:56","VS"
"How do u audition","VS"
"who is 2:27 ???","VS"
"it's my dream to model and my biggest dream for victoria's secret","VS"
"Lol if they have a special runway show for shorter girls bc i want to be a model too!!Im only 5’3 :(","VS"
"Who's the girl in 1:33 (the one on the middle)?","VS"
"Your telling me ROBIN MARJOLEIN HOLZKEN auditioned to be in the Fashion Show and didn't get casted into the fashion show, considering she is a Victoria Secret Regular, who does photoshoots with them like all the time. Unbelievable. I love Victoria's Secret but Robin should've got put into the fashion show... just saying.","VS"
"Your telling me ROBIN MARJOLEIN HOLZKEN auditioned to be in the Fashion Show and didn't get casted into the fashion show, considering she is a Victoria Secret Regular, who does photoshoots with them like all the time. Unbelievable. I love Victoria's Secret but Robin should've got put into the fashion show... just saying.","VS"
"Me being 5’7 is a problem😓","VS"
"How do you get cast? I really want to become a vs angel when I grow up. Where are the auditions?","VS"
"They girls need a bit of meat on them, for fucks sake 😂","VS"
"2:28 who is she ?","VS"
"CHASE !","VS"
"Who's at 5:31 pls help","VS"
"Αre the castings made in America every year?","VS"
"I love how diverse this cast was","VS"
"Alguien español?","VS"
"1:15 kinda looked like laura from whatsupmoms","VS"
"😭😭","VS"
"who is the model in the thumbnail?","VS"
"OMgosh my dream!! <3 Werk werk werk girl!","VS"
"They all are so beautiful and look so happy, I love the VS runway shows. I can't stand Calvin Klein's runways, the models look like robots","VS"
"Ta z Polski była dobra, haha","VS"
"Who is the woman called at the castings behind the desk with the black curly ? Please reply","VS"
"2:16 what’s her name?","VS"
"elas são lindas","VS"
"🇵🇱 
Go girl!","VS"
"Polska, damn","VS"
"It's like intensive animal husbrandy..","VS"
"They are so beautiful 😍 
Ugh I wish I could look like that one day 
(Don’t hate on me, I get that it’s hard work and all that) 
Thinspo 
Here for thinspo 
Ugh","VS"
"I saw Cindy Mello!!!","VS"
"Wooow","VS"
"who's the one at 3:58???????","VS"
"Elles sont tellement belles","VS"
"I hope i can walk at a VS show one day","VS"
"1:46 POLAND!! Yeaa","VS"
"I love you video","VS"
"No offence but how did Camille rowe get cast? I mean the no offence genuinely, because I personally think she’s so cute and beautiful, she’s just more ‘real’ looking than most of these girls and so different from the typical Vs look, but maybe they’re trying to be less specific? I’m genuinely curious xx","VS"
"0:55 Lorena 💗","VS"
"1:47 POLAND 💓","VS"
"liu wen being casted?? :OOO","VS"
"i wanna be a vs model so bad but i’m only 5’4  :-(","VS"
"chase carter :')","VS"
"All this insane talent at the castings and they pick the bland untalented ones that don’t deserve it.....","VS"
"I’m so excited for my time to try out for this 😍they were soooo happy and they all worked so hard for this it’s just beautiful","VS"
"Polka!!! 😯","VS"
"who is the girl in the middle 1:33 ? so amazing😍","VS"
"0.34 what’s the name of the model with the brown hair?","VS"
"1:46 Poland!","VS"
"Paulina jak sie masz XDD 1:46","VS"
"Would you ever accept someone who is 5 feet 8 inches","VS"
"Does anyone know who’s at 4:00","VS"
"One of my biggest dreams!","VS"
"When you wish you had a VS model body","VS"
"the woman at 6:02 blew me away with how gorgeous she was. her skin, her hair, her aura... just stunning!","VS"
"omg i totally thought that this girl 2:51 was helena vestergaard and i got so excited, but i'm pretty sure it's not :(","VS"
"VICTORIA'S SECRET WORLD AND BIG BOOS VICTORIA'S SECRET WORLD AND ALL PERSONAL MODEL VICTORIA'S SECRET WORLD AND ALL PERSONAL VICTORIA'S SECRET WORLD SUCCESSFULL PERFECTFULL BEST WORLD FULL LOVE","VS"
"VICTORIA'S SECRET AND BIG BOOS VICTORIA'S SECRET AND ALL MODEL AND ALL PERSONAL SUCCESSFULL PERFECTFULL BEST LOVE","VS"
"BIG BOOS VICTORIA'S SECRET AND ALL MODEL AND ALL PERSONAL SUCCESSFULL PERFECTFULL BEST LOVE HEPPY","VS"
"BIG BOOS VICTORIA'S SECRET AND ALL MODEL AND ALL PERSONAL SUCCESSFULL PERFECTFULL BEST LOVE
HEPPY","VS"
"BIG BOOS VICTORIA'S SECRET AND ALL MODEL AND ALL PERSONAL SUCCESSFULL PERFECTFULL BEST LOVE","VS"
"I literally started to sob because I know I’ll never be that beautiful","VS"
"Just me or does Victoria secret never have plus sized models","VS"
"Always dreamt of this :/","VS"
"i feel fat","VS"
"Ok someone please tell me the name of that model in the middle at 1:33!!!! She’s OUT OF THIS WORLD!!!","VS"
"Why aren't there any plus models. It makes me so sad to not be recognized","VS"
"2:20 Why would you give your competition tips?","VS"
"Every gurl was so damn pretty and gorgeous 😭😫😭😫😭💖💗💎","VS"
"One of my biggest dream is to be part of victoria secret, but sad to say im a boy 😢","VS"
"Only real American women should be a Victoria's Secret model","VS"
"That moment when you know them all because you're on instagram 24/7","VS"
"my dream","VS"
"LORENA FROM GERMANY","VS"
"their bodies look so weird. like children wearing underwear.","VS"
"Don't the original models do the show?","VS"
"1:33 anyone know who's that in the middle?!","VS"
"1:30 harry styles","VS"
"I'd kill for any of their bodies omg","VS"
"WHO IS THE LIGHTSKINNED BLACK GIRL WITH THE CURLY HAIR PLEASE TELL ME SHES SO HOT","VS"
"Lorena from GE deserves it!!","VS"
"Paulina ❤️","VS"
"God I wish my body looked like theirs","VS"
"Poland!","VS"
"who is it at 5:41??","VS"
"D R E A M 
Hope when i grow up can do it","VS"
"What was Victoria's Secret?
*DUN DUN D-D-D-DUN!!!*","VS"
"Who is the model is cry on 02:28???","VS"
"4:33   Ming Xi's photos on the right.","VS"
"When I'm older I REALLY want to be a Victoria Secret model!!💞🎇","VS"
"Dream big...fuck...i only have 164 cm 😒😂","VS"
"0:55 who is she?","VS"
"No wonder the self-esteem of these girls is tied to their body image. I bet that is so empowering! -__-","VS"
"I cried hahah","VS"
"i'm way to fat to even be watching this","VS"
"I wish I could be a vs model *sighs","VS"
"Who's cutting the onions??","VS"
"3:58 what is her name?","VS"
"Should have a more range of body types in the fashion industry","VS"
"ugh, my dream😩","VS"
"Happy Blanca Padilla will pass the casting,in the parade she was inpressive, thanks.min 2:56","VS"
"How do u audition","VS"
"who is 2:27 ???","VS"
"it's my dream to model and my biggest dream for victoria's secret","VS"
"Lol if they have a special runway show for shorter girls bc i want to be a model too!!Im only 5’3 :(","VS"
"Who's the girl in 1:33 (the one on the middle)?","VS"
"Your telling me ROBIN MARJOLEIN HOLZKEN auditioned to be in the Fashion Show and didn't get casted into the fashion show, considering she is a Victoria Secret Regular, who does photoshoots with them like all the time. Unbelievable. I love Victoria's Secret but Robin should've got put into the fashion show... just saying.","VS"
"Your telling me ROBIN MARJOLEIN HOLZKEN auditioned to be in the Fashion Show and didn't get casted into the fashion show, considering she is a Victoria Secret Regular, who does photoshoots with them like all the time. Unbelievable. I love Victoria's Secret but Robin should've got put into the fashion show... just saying.","VS"
"Me being 5’7 is a problem😓","VS"
"How do you get cast? I really want to become a vs angel when I grow up. Where are the auditions?","VS"
"They girls need a bit of meat on them, for fucks sake 😂","VS"
"2:28 who is she ?","VS"
"CHASE !","VS"
"Who's at 5:31 pls help","VS"
"Αre the castings made in America every year?","VS"
"I love how diverse this cast was","VS"
